,g,date,unnamed: 2_level_1,opp,w/l,tm,opp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,trb,ast,stl,blk,tov,pf,unnamed: 23_level_1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,trb,ast,stl,blk,tov,pf,season,team
20,,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School,School,School,School,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,michigan state
21,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2023,michigan state
22,21,2023-01-26,,Iowa,W,63,61,24,62,.387,8,20,.400,7,12,.583,10,32,15,10,4,10,15,,26,57,.456,3,17,.176,6,13,.462,9,36,9,7,2,13,13,2023,michigan state
23,22,2023-01-29,@,Purdue,L,61,77,23,48,.479,5,10,.500,10,16,.625,1,23,14,6,4,13,19,,29,58,.500,7,17,.412,12,22,.545,11,36,21,5,2,8,14,2023,michigan state
24,23,2023-02-04,@,Rutgers,L,55,61,20,58,.345,4,21,.190,11,14,.786,9,38,9,4,5,13,23,,18,48,.375,3,16,.188,22,34,.647,8,28,9,8,3,10,16,2023,michigan state
25,24,2023-02-07,,Maryland,W,63,58,22,50,.440,9,20,.450,10,13,.769,0,27,14,3,1,8,17,,20,51,.392,3,22,.136,15,18,.833,5,29,13,3,4,8,16,2023,michigan state
26,25,2023-02-12,@,Ohio State,W,62,41,27,59,.458,7,22,.318,1,1,1.000,11,37,15,4,2,10,12,,17,60,.283,6,29,.207,1,2,.500,11,30,5,6,2,10,7,2023,michigan state
27,26,2023-02-15,,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,michigan state
28,27,2023-02-18,@,Michigan,L,72,84,28,59,.475,7,19,.368,9,10,.900,4,22,13,2,1,8,20,,29,59,.492,9,26,.346,17,21,.810,13,37,9,3,5,9,15,2023,michigan state
29,28,2023-02-21,,Indiana,W,80,65,26,55,.473,10,21,.476,18,19,.947,10,30,14,6,2,10,13,,24,51,.471,5,14,.357,12,16,.750,3,22,10,5,1,12,18,2023,michigan state
30,29,2023-02-25,@,Iowa,L (1 OT),106,112,32,54,.593,11,15,.733,31,36,.861,3,26,21,3,1,15,22,,38,75,.507,17,36,.472,19,25,.760,13,32,25,10,1,9,23,2023,michigan state
31,30,2023-02-28,@,Nebraska,W,80,67,29,64,.453,16,29,.552,6,7,.857,9,30,19,5,3,10,16,,25,49,.510,7,23,.304,10,15,.667,3,26,11,3,2,14,14,2023,michigan state
32,31,2023-03-04,,Ohio State,W,84,78,29,53,.547,12,20,.600,14,20,.700,5,26,17,2,2,8,12,,28,58,.483,11,25,.440,11,12,.917,6,27,15,6,3,7,20,2023,michigan state
33,32,2023-03-10,N,Ohio State,L,58,68,21,55,.382,3,16,.188,13,18,.722,7,28,9,3,6,7,15,,25,56,.446,10,19,.526,8,12,.667,5,28,15,4,8,4,17,2023,michigan state
34,33,2023-03-17,N,USC,W,72,62,26,54,.481,5,14,.357,15,25,.600,8,34,11,7,3,7,10,,24,58,.414,7,20,.350,7,8,.875,8,35,15,2,2,11,18,2023,michigan state
35,34,2023-03-19,N,Marquette,W,69,60,24,54,.444,2,16,.125,19,23,.826,10,36,8,9,3,10,19,,20,52,.385,11,27,.407,9,14,.643,7,29,11,3,0,16,18,2023,michigan state
36,35,2023-03-23,N,Kansas State,L (1 OT),93,98,31,63,.492,13,25,.520,18,22,.818,9,29,18,2,6,13,16,,38,68,.559,11,24,.458,11,16,.688,6,27,26,10,3,5,24,2023,michigan state
0,1,2022-11-07,,Brescia,W,79,52,32,62,.516,5,18,.278,10,15,.667,18,44,13,7,3,15,14,,20,59,.339,3,17,.176,9,12,.750,14,26,8,9,1,15,17,2023,middle tennessee
1,2,2022-11-12,@,Winthrop,L,68,76,24,64,.375,5,27,.185,15,29,.517,10,33,8,9,9,15,27,,21,46,.457,7,17,.412,27,31,.871,2,29,9,9,3,17,22,2023,middle tennessee
2,3,2022-11-15,,Rice,W,81,46,29,56,.518,13,26,.500,10,18,.556,7,32,20,10,2,9,20,,17,43,.395,2,14,.143,10,16,.625,3,24,9,3,1,16,18,2023,middle tennessee
3,4,2022-11-19,@,Missouri State,L,51,75,16,47,.340,3,19,.158,16,21,.762,8,28,4,3,3,16,12,,28,56,.500,12,27,.444,7,7,1.000,7,28,20,9,0,12,18,2023,middle tennessee
4,5,2022-11-25,N,Hofstra,W,64,54,26,64,.406,6,19,.316,6,7,.857,10,33,13,7,4,11,16,,20,52,.385,4,19,.211,10,12,.833,6,26,11,5,9,12,9,2023,middle tennessee
5,6,2022-11-26,N,Stephen F. Austin,W,75,63,23,44,.523,7,17,.412,22,29,.759,6,28,15,10,8,22,17,,23,61,.377,6,16,.375,11,14,.786,10,27,10,12,2,20,22,2023,middle tennessee
6,7,2022-11-27,N,Montana State,W,72,71,24,49,.490,5,16,.313,19,24,.792,6,20,7,13,3,16,22,,26,46,.565,5,14,.357,14,16,.875,4,22,18,8,1,22,22,2023,middle tennessee
7,8,2022-11-30,@,St. Bonaventure,L,64,71,27,58,.466,2,18,.111,8,18,.444,13,29,9,8,4,12,22,,22,45,.489,6,16,.375,21,30,.700,7,26,8,7,4,15,18,2023,middle tennessee
8,9,2022-12-03,,Maryville (TN),W,69,46,28,62,.452,8,29,.276,5,8,.625,16,42,13,10,4,18,10,,18,51,.353,6,21,.286,4,5,.800,4,24,8,13,1,19,9,2023,middle tennessee
9,10,2022-12-10,@,Belmont,W (1 OT),85,75,32,69,.464,6,15,.400,15,30,.500,15,44,12,12,13,12,21,,23,61,.377,15,33,.455,14,26,.538,10,31,17,4,3,17,21,2023,middle tennessee
10,11,2022-12-15,,Chattanooga,L,73,82,29,62,.468,7,22,.318,8,11,.727,6,20,13,7,4,5,22,,26,46,.565,10,19,.526,20,27,.741,6,32,13,2,5,16,10,2023,middle tennessee
11,12,2022-12-21,,Murray State,W,83,67,32,57,.561,8,22,.364,11,14,.786,7,25,13,7,3,10,19,,23,45,.511,5,14,.357,16,20,.800,4,20,13,3,0,15,11,2023,middle tennessee
12,13,2022-12-29,@,Charlotte,L,67,82,25,58,.431,6,23,.261,11,11,1.000,10,26,8,5,4,9,19,,28,47,.596,6,10,.600,20,25,.800,7,26,7,5,3,10,11,2023,middle tennessee
13,14,2022-12-31,,Western Kentucky,W,65,60,24,65,.369,8,22,.364,9,13,.692,13,42,15,6,3,10,13,,24,59,.407,8,23,.348,4,10,.400,5,32,11,6,5,9,14,2023,middle tennessee
14,15,2023-01-05,@,UTSA,L,72,75,27,52,.519,9,17,.529,9,16,.563,8,26,11,3,6,14,21,,25,55,.455,5,16,.313,20,27,.741,6,24,8,6,2,7,19,2023,middle tennessee
15,16,2023-01-07,,North Texas,L,51,56,18,42,.429,4,13,.308,11,13,.846,4,22,7,6,1,15,20,,19,42,.452,5,19,.263,13,15,.867,7,27,8,5,4,14,14,2023,middle tennessee
16,17,2023-01-11,@,Rice,W,71,68,28,56,.500,8,22,.364,7,13,.538,8,30,6,10,11,11,16,,28,59,.475,4,13,.308,8,13,.615,9,29,13,6,4,13,15,2023,middle tennessee
17,18,2023-01-16,,UAB,W (1 OT),74,73,26,60,.433,6,19,.316,16,21,.762,8,36,16,6,12,15,19,,25,79,.316,5,14,.357,18,25,.720,18,44,11,9,4,10,20,2023,middle tennessee
18,19,2023-01-19,,Charlotte,W,62,58,22,52,.423,4,15,.267,14,19,.737,11,27,8,12,4,16,14,,20,40,.500,6,17,.353,12,15,.800,3,24,9,9,2,19,15,2023,middle tennessee
19,20,2023-01-21,@,Louisiana Tech,W,68,51,25,48,.521,11,23,.478,7,8,.875,3,25,16,11,4,13,19,,19,49,.388,3,21,.143,10,13,.769,3,22,3,2,0,15,10,2023,middle tennessee
20,,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School,School,School,School,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,middle tennessee
21,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2023,middle tennessee
22,21,2023-01-26,@,Florida Atlantic,L,67,85,27,62,.435,11,26,.423,2,4,.500,10,32,10,1,2,15,17,,31,58,.534,8,23,.348,15,20,.750,7,34,13,12,5,6,9,2023,middle tennessee
23,22,2023-01-28,@,Florida International,L,74,82,26,54,.481,8,24,.333,14,21,.667,8,27,11,13,2,16,20,,28,57,.491,12,23,.522,14,17,.824,11,34,13,10,2,18,18,2023,middle tennessee
24,23,2023-02-02,,UTEP,W,84,72,34,57,.596,6,16,.375,10,15,.667,8,28,11,6,3,13,22,,27,57,.474,1,9,.111,17,23,.739,8,22,7,7,1,12,14,2023,middle tennessee
25,24,2023-02-04,,UTSA,W,84,60,32,72,.444,9,26,.346,11,17,.647,19,43,10,9,7,11,18,,22,55,.400,4,19,.211,12,18,.667,7,27,5,4,2,19,18,2023,middle tennessee
26,25,2023-02-09,@,Western Kentucky,L,89,93,34,63,.540,12,22,.545,9,14,.643,11,27,18,8,2,14,21,,30,55,.545,6,17,.353,27,29,.931,6,24,14,7,6,12,11,2023,middle tennessee
27,26,2023-02-11,@,UAB,L,69,92,23,55,.418,7,19,.368,16,21,.762,5,20,11,5,6,12,16,,32,63,.508,13,25,.520,15,21,.714,15,39,21,9,6,9,18,2023,middle tennessee
28,27,2023-02-16,,Florida Atlantic,W,74,70,29,64,.453,5,15,.333,11,17,.647,9,35,7,10,5,9,10,,29,59,.492,11,24,.458,1,7,.143,3,29,13,5,3,15,13,2023,middle tennessee
29,28,2023-02-18,,Florida International,W,69,58,22,61,.361,4,17,.235,21,26,.808,15,39,10,9,7,11,10,,22,57,.386,8,21,.381,6,6,1.000,6,26,9,7,3,15,21,2023,middle tennessee
30,29,2023-02-25,,Louisiana Tech,W,63,49,21,52,.404,9,28,.321,12,18,.667,8,36,13,3,8,11,12,,19,69,.275,3,18,.167,8,10,.800,14,38,6,6,3,7,12,2023,middle tennessee
31,30,2023-03-02,@,North Texas,L,50,64,19,53,.358,7,19,.368,5,7,.714,8,25,7,4,1,14,22,,18,43,.419,3,13,.231,25,30,.833,8,31,10,6,6,12,15,2023,middle tennessee
32,31,2023-03-04,@,UTEP,L,65,77,24,56,.429,7,22,.318,10,19,.526,12,29,9,10,5,19,18,,27,52,.519,8,15,.533,15,18,.833,8,30,15,11,1,16,17,2023,middle tennessee
33,32,2023-03-09,N,Charlotte,W,66,65,25,53,.472,7,16,.438,9,12,.750,8,28,5,8,5,7,12,,28,50,.560,7,16,.438,2,4,.500,3,23,11,4,5,10,10,2023,middle tennessee
34,33,2023-03-10,N,Florida Atlantic,L,65,68,24,63,.381,5,22,.227,12,14,.857,10,29,7,1,1,7,18,,21,46,.457,6,17,.353,20,26,.769,6,31,9,5,1,9,17,2023,middle tennessee
0,1,2022-11-07,,Milwaukee Engineering,W,102,46,38,62,.613,8,17,.471,18,22,.818,11,41,26,13,9,9,13,,20,55,.364,6,20,.300,0,2,.000,6,18,14,3,0,18,19,2023,milwaukee
1,2,2022-11-08,@,Purdue,L,53,84,23,60,.383,3,19,.158,4,9,.444,3,26,10,7,5,20,20,,27,72,.375,12,34,.353,18,22,.818,20,49,18,14,11,10,13,2023,milwaukee
2,3,2022-11-12,,Cardinal Stritch,W,112,38,41,77,.532,8,26,.308,22,33,.667,17,54,20,17,3,6,18,,14,64,.219,4,28,.143,6,11,.545,13,34,7,2,1,23,23,2023,milwaukee
3,4,2022-11-20,@,Iowa State,L,53,68,17,43,.395,7,20,.350,12,18,.667,6,31,8,8,3,25,16,,26,67,.388,6,28,.214,10,15,.667,14,33,12,11,6,12,17,2023,milwaukee
4,5,2022-11-23,,St. Thomas,L,72,76,29,61,.475,9,17,.529,5,9,.556,11,35,13,6,9,17,18,,27,53,.509,10,24,.417,12,17,.706,2,22,15,7,5,15,15,2023,milwaukee
5,6,2022-11-26,,UC-Davis,W,87,85,30,60,.500,10,16,.625,17,26,.654,12,28,13,8,5,20,22,,31,61,.508,7,23,.304,16,25,.640,8,31,15,11,5,18,22,2023,milwaukee
6,7,2022-11-27,,Boston University,W,67,46,22,53,.415,6,25,.240,17,22,.773,8,37,10,6,4,11,19,,15,58,.259,3,26,.115,13,18,.722,12,32,7,5,1,11,16,2023,milwaukee
7,8,2022-11-28,,Southeast Missouri State,W,84,68,26,51,.510,6,15,.400,26,33,.788,8,40,15,9,8,21,22,,22,62,.355,10,34,.294,14,21,.667,6,25,15,9,6,15,25,2023,milwaukee
8,9,2022-12-01,@,Green Bay,W,81,67,30,55,.545,6,16,.375,15,17,.882,6,30,10,7,7,13,19,,23,57,.404,4,23,.174,17,28,.607,13,28,11,4,2,11,15,2023,milwaukee
9,10,2022-12-03,,IU Indianapolis,W,74,61,25,54,.463,10,28,.357,14,17,.824,7,29,17,10,7,9,14,,22,48,.458,7,17,.412,10,13,.769,6,28,13,2,3,17,19,2023,milwaukee
10,11,2022-12-06,@,Chattanooga,L,76,88,28,62,.452,14,34,.412,6,7,.857,11,35,13,4,3,14,17,,30,66,.455,13,34,.382,15,20,.750,11,32,16,12,3,7,6,2023,milwaukee
11,12,2022-12-11,,North Park,W,92,63,30,63,.476,8,21,.381,24,32,.750,15,45,19,7,7,11,23,,21,56,.375,6,24,.250,15,26,.577,10,30,11,5,2,15,21,2023,milwaukee
12,13,2022-12-22,@,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,milwaukee
13,14,2022-12-29,@,Oakland,L,61,83,23,62,.371,7,23,.304,8,9,.889,12,33,13,2,4,14,21,,29,57,.509,8,18,.444,17,23,.739,5,31,13,8,4,7,14,2023,milwaukee
14,15,2022-12-31,@,Detroit Mercy,W,84,81,30,59,.508,12,26,.462,12,15,.800,4,31,12,4,4,9,19,,29,67,.433,11,30,.367,12,15,.800,7,27,11,5,0,8,17,2023,milwaukee
15,16,2023-01-05,@,Cleveland State,W (1 OT),68,64,27,73,.370,9,32,.281,5,9,.556,15,42,11,5,8,14,14,,23,70,.329,4,18,.222,14,18,.778,14,43,11,5,4,12,13,2023,milwaukee
16,17,2023-01-07,@,Purdue Fort Wayne,W,74,70,28,58,.483,7,25,.280,11,14,.786,4,29,12,6,6,10,19,,24,62,.387,9,29,.310,13,19,.684,8,32,11,5,2,11,17,2023,milwaukee
17,18,2023-01-12,,Northern Kentucky,W,80,75,26,47,.553,11,23,.478,17,26,.654,7,36,20,4,8,22,18,,29,75,.387,7,34,.206,10,16,.625,14,32,12,9,1,12,19,2023,milwaukee
18,19,2023-01-14,,Wright State,L (1 OT),74,78,26,76,.342,7,29,.241,15,21,.714,18,47,6,10,2,16,17,,30,69,.435,6,28,.214,12,14,.857,8,34,14,7,7,17,19,2023,milwaukee
19,20,2023-01-19,,Robert Morris,W,77,69,24,53,.453,7,18,.389,22,27,.815,5,33,11,4,8,11,9,,23,69,.333,12,35,.343,11,11,1.000,14,37,13,8,2,10,21,2023,milwaukee
20,,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School,School,School,School,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,milwaukee
21,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2023,milwaukee
22,21,2023-01-21,,Youngstown State,W,88,75,34,63,.540,12,25,.480,8,14,.571,13,35,22,2,7,13,16,,26,63,.413,4,21,.190,19,25,.760,12,30,11,8,2,8,16,2023,milwaukee
23,22,2023-01-26,@,Wright State,L,86,93,28,65,.431,10,32,.313,20,31,.645,10,35,13,14,7,19,26,,29,65,.446,10,26,.385,25,34,.735,10,37,15,9,5,19,21,2023,milwaukee
24,23,2023-01-28,@,Northern Kentucky,W,75,74,22,51,.431,4,15,.267,27,32,.844,9,34,14,10,6,18,19,,27,70,.386,8,33,.242,12,15,.800,14,37,16,11,4,13,19,2023,milwaukee
25,24,2023-02-02,@,IU Indianapolis,W,72,69,26,69,.377,6,19,.316,14,17,.824,17,39,11,7,5,14,18,,26,54,.481,6,18,.333,11,16,.688,9,32,14,9,2,16,19,2023,milwaukee
26,25,2023-02-06,,Green Bay,L (1 OT),79,80,29,71,.408,9,31,.290,12,18,.667,17,47,15,5,5,14,17,,26,66,.394,16,42,.381,12,16,.750,7,32,15,6,2,11,22,2023,milwaukee
27,26,2023-02-09,,Detroit Mercy,W,94,89,32,55,.582,12,26,.462,18,26,.692,9,27,26,6,6,14,21,,28,70,.400,12,30,.400,21,24,.875,21,39,16,11,0,13,22,2023,milwaukee
28,27,2023-02-11,,Oakland,W (1 OT),80,77,30,59,.508,7,22,.318,13,15,.867,11,36,17,1,6,12,12,,29,71,.408,10,30,.333,9,9,1.000,11,27,14,8,4,7,11,2023,milwaukee
29,28,2023-02-16,@,Youngstown State,L,58,87,22,54,.407,3,19,.158,11,17,.647,7,29,9,4,2,17,16,,32,73,.438,10,30,.333,13,17,.765,14,38,14,8,3,6,15,2023,milwaukee
30,29,2023-02-18,@,Robert Morris,L,60,80,22,53,.415,7,16,.438,9,16,.563,3,17,9,8,6,16,19,,27,59,.458,12,27,.444,14,18,.778,16,44,17,11,8,16,19,2023,milwaukee
31,30,2023-02-23,,Purdue Fort Wayne,W,96,94,34,66,.515,13,31,.419,15,22,.682,11,35,21,9,4,13,19,,33,60,.550,13,30,.433,15,19,.789,3,23,12,7,2,15,22,2023,milwaukee
32,31,2023-02-25,,Cleveland State,W,81,72,24,57,.421,5,14,.357,28,36,.778,16,44,9,8,5,23,18,,28,74,.378,3,20,.150,13,25,.520,18,36,10,12,1,15,20,2023,milwaukee
33,32,2023-03-02,,Wright State,W,87,70,34,67,.507,8,22,.364,11,14,.786,14,47,13,5,3,12,17,,26,68,.382,8,26,.308,10,16,.625,10,29,11,10,5,7,13,2023,milwaukee
34,33,2023-03-06,N,Cleveland State,L,80,93,31,77,.403,5,25,.200,13,17,.765,15,39,15,8,7,10,19,,35,71,.493,4,12,.333,19,22,.864,10,40,14,5,7,10,20,2023,milwaukee
35,34,2023-03-19,N,Stetson,W (1 OT),87,83,27,71,.380,7,33,.212,26,30,.867,11,40,11,8,4,9,20,,28,77,.364,8,33,.242,19,25,.760,19,53,11,6,3,15,22,2023,milwaukee
36,35,2023-03-20,N,Charlotte,L,65,76,26,55,.473,4,14,.286,9,10,.900,10,35,8,4,3,20,15,,28,58,.483,11,27,.407,9,14,.643,7,25,17,16,4,8,12,2023,milwaukee
0,1,2022-11-07,,Western Michigan,W,61,60,22,51,.431,8,18,.444,9,23,.391,13,39,16,4,5,16,10,,24,69,.348,8,34,.235,4,4,1.000,11,32,11,8,4,10,18,2023,minnesota
1,2,2022-11-11,,St. Francis (NY),W,72,54,27,49,.551,5,15,.333,13,19,.684,8,33,15,2,1,12,12,,23,57,.404,5,20,.250,3,7,.429,11,25,11,6,4,11,16,2023,minnesota
2,3,2022-11-14,,DePaul,L,53,69,18,54,.333,4,16,.250,13,23,.565,9,26,12,8,4,12,14,,28,64,.438,7,19,.368,6,8,.750,17,43,15,6,6,13,18,2023,minnesota
3,4,2022-11-17,,Central Michigan,W,68,60,23,48,.479,7,18,.389,15,27,.556,4,31,16,5,9,16,17,,22,72,.306,6,25,.240,10,12,.833,13,31,10,7,2,9,23,2023,minnesota
4,5,2022-11-21,N,California Baptist,W (1 OT),62,61,23,55,.418,5,18,.278,11,20,.550,7,36,9,5,0,12,17,,24,59,.407,9,22,.409,4,8,.500,5,31,11,3,2,12,22,2023,minnesota
5,6,2022-11-23,N,UNLV,L,62,71,21,57,.368,9,31,.290,11,19,.579,13,42,10,4,1,17,18,,24,65,.369,10,27,.370,13,21,.619,14,40,12,9,3,9,20,2023,minnesota
6,7,2022-11-28,@,Virginia Tech,L,57,67,22,60,.367,6,23,.261,7,14,.500,5,23,11,7,6,7,14,,28,57,.491,5,14,.357,6,8,.750,8,38,12,2,8,13,17,2023,minnesota
7,8,2022-12-04,@,Purdue,L,70,89,28,59,.475,9,26,.346,5,8,.625,3,19,14,3,5,8,18,,33,65,.508,7,17,.412,16,18,.889,10,38,22,5,2,7,13,2023,minnesota
8,9,2022-12-08,,Michigan,L,75,90,27,55,.491,6,15,.400,15,24,.625,8,33,17,5,5,16,17,,33,63,.524,10,18,.556,14,22,.636,7,31,18,11,5,9,19,2023,minnesota
9,10,2022-12-11,,Mississippi State,L,51,69,15,52,.288,7,22,.318,14,17,.824,9,30,12,3,7,12,16,,25,53,.472,6,14,.429,13,17,.765,5,31,16,8,6,11,17,2023,minnesota
10,11,2022-12-14,,Arkansas-Pine Bluff,W,72,56,23,47,.489,12,27,.444,14,18,.778,5,33,21,7,7,16,12,,23,66,.348,5,24,.208,5,7,.714,10,29,11,8,2,12,17,2023,minnesota
11,12,2022-12-22,,Chicago State,W,58,55,25,56,.446,4,20,.200,4,11,.364,11,34,19,6,3,11,13,,17,45,.378,7,20,.350,14,18,.778,7,30,12,7,1,12,13,2023,minnesota
12,13,2022-12-29,,Alcorn State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,minnesota
13,14,2023-01-03,@,Wisconsin,L,60,63,24,55,.436,5,14,.357,7,11,.636,9,37,7,5,2,20,10,,24,55,.436,8,20,.400,7,9,.778,2,24,9,13,2,8,15,2023,minnesota
14,15,2023-01-07,,Nebraska,L (1 OT),79,81,31,64,.484,10,27,.370,7,10,.700,6,27,20,5,6,7,20,,30,59,.508,5,15,.333,16,21,.762,8,33,18,4,1,10,13,2023,minnesota
15,16,2023-01-12,@,Ohio State,W,70,67,27,54,.500,7,22,.318,9,16,.563,4,32,12,3,6,9,14,,24,64,.375,6,13,.462,13,15,.867,10,33,5,5,3,9,15,2023,minnesota
16,17,2023-01-16,,Illinois,L,60,78,21,58,.362,3,13,.231,15,25,.600,6,24,13,5,2,5,14,,32,64,.500,5,16,.313,9,14,.643,9,45,17,2,7,10,21,2023,minnesota
17,18,2023-01-19,,Purdue,L,39,61,17,54,.315,2,10,.200,3,5,.600,4,26,9,9,4,13,12,,26,58,.448,7,16,.438,2,3,.667,8,38,18,6,5,12,10,2023,minnesota
18,19,2023-01-22,@,Michigan,L,56,60,23,57,.404,6,23,.261,4,7,.571,5,33,11,3,3,14,18,,22,60,.367,2,14,.143,14,18,.778,6,32,8,7,3,10,14,2023,minnesota
19,20,2023-01-25,,Indiana,L,57,61,22,64,.344,5,25,.200,8,14,.571,8,33,14,8,4,4,13,,23,56,.411,4,14,.286,11,18,.611,9,41,17,2,10,10,16,2023,minnesota
20,,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School,School,School,School,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,2023,minnesota
21,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,2023,minnesota
22,21,2023-01-28,@,Northwestern,L,61,81,20,44,.455,5,18,.278,16,26,.615,7,28,13,2,2,14,12,,31,60,.517,9,20,.450,10,12,.833,8,28,16,7,6,4,18,2023,minnesota
23,22,2023-02-01,@,Rutgers,L,55,90,22,61,.361,5,25,.200,6,7,.857,11,30,16,8,1,14,13,,37,62,.597,10,20,.500,6,9,.667,5,33,30,10,2,9,13,2023,minnesota
24,23,2023-02-04,,Maryland,L,46,81,13,38,.342,2,14,.143,18,24,.750,5,25,11,1,4,15,13,,33,63,.524,9,21,.429,6,11,.545,8,29,17,9,0,5,22,2023,minnesota
25,24,2023-02-20,@,Illinois,L,69,78,27,57,.474,6,17,.353,9,15,.600,6,32,14,5,1,8,19,,27,56,.482,10,26,.385,14,26,.538,10,37,8,4,2,8,18,2023,minnesota
26,25,2023-02-12,,Iowa,L,56,68,23,46,.500,3,9,.333,7,15,.467,2,32,17,3,9,13,16,,27,72,.375,5,13,.385,9,15,.600,17,44,17,11,4,4,15,2023,minnesota
27,26,2023-02-15,@,Michigan State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,minnesota
28,27,2023-02-18,,Penn State,L,69,76,28,56,.500,4,12,.333,9,15,.600,8,32,22,1,4,11,15,,28,58,.483,10,26,.385,10,13,.769,6,29,17,5,3,7,16,2023,minnesota
29,28,2023-02-22,@,Maryland,L,70,88,26,54,.481,7,10,.700,11,16,.688,8,21,16,5,1,11,19,,32,47,.681,7,13,.538,17,26,.654,6,29,10,5,5,9,16,2023,minnesota
30,29,2023-02-25,@,Nebraska,L,67,78,24,59,.407,8,24,.333,11,11,1.000,8,35,13,5,6,19,16,,30,61,.492,4,15,.267,14,21,.667,6,32,7,13,1,10,13,2023,minnesota
31,30,2023-03-02,,Rutgers,W,75,74,26,54,.481,11,24,.458,12,19,.632,8,26,18,4,3,11,18,,27,55,.491,5,12,.417,15,22,.682,15,38,19,7,6,10,18,2023,minnesota
32,31,2023-03-05,,Wisconsin,L,67,71,25,48,.521,6,18,.333,11,19,.579,4,22,18,5,4,11,20,,27,55,.491,3,12,.250,14,17,.824,8,29,10,4,2,8,19,2023,minnesota
33,32,2023-03-08,N,Nebraska,W,78,75,27,52,.519,10,24,.417,14,20,.700,3,32,25,3,6,14,19,,27,62,.435,6,19,.316,15,21,.714,6,26,15,4,0,8,21,2023,minnesota
34,33,2023-03-09,N,Maryland,L,54,70,20,46,.435,5,13,.385,9,14,.643,4,22,13,4,3,13,23,,23,54,.426,8,21,.381,16,20,.800,11,31,14,9,3,8,18,2023,minnesota
0,1,2022-11-07,,Alcorn State,W,73,58,22,59,.373,9,25,.360,20,28,.714,18,39,11,8,5,16,16,,21,57,.368,7,15,.467,9,11,.818,7,26,12,11,5,16,25,2023,mississippi
1,2,2022-11-11,,Florida Atlantic,W,80,67,30,59,.508,6,15,.400,14,21,.667,13,38,15,8,3,10,15,,26,62,.419,8,21,.381,7,12,.583,11,27,16,4,2,11,15,2023,mississippi
2,3,2022-11-15,,Chattanooga,W,70,58,29,59,.492,9,24,.375,3,6,.500,11,37,17,8,5,15,13,,21,58,.362,10,28,.357,6,10,.600,8,25,16,11,2,12,10,2023,mississippi
3,4,2022-11-18,,UT-Martin,W,72,68,21,54,.389,5,19,.263,25,38,.658,15,36,12,11,3,16,16,,26,58,.448,7,20,.350,9,15,.600,9,29,12,12,2,19,28,2023,mississippi
4,5,2022-11-24,N,Stanford,W,72,68,29,58,.500,4,11,.364,10,15,.667,7,32,14,6,2,10,14,,23,57,.404,7,22,.318,15,16,.938,6,27,14,5,3,9,13,2023,mississippi
5,6,2022-11-25,N,Siena,W,74,62,29,58,.500,6,18,.333,10,14,.714,12,35,13,13,5,14,11,,24,56,.429,5,15,.333,9,12,.750,8,26,14,8,2,17,16,2023,mississippi
